jahr;bfs_nr_gemeinde;gemeindename;kultur_code;kultur_bezeichnung;landw_nutzflaeche_in_aren;anzahl_baeume
2024;4501;Kradolf-Schönenberg;0557;Rotationsbrache;54.74;
2023;4671;Kreuzlingen;0926;andere Bäume;;23
2024;4501;Kradolf-Schönenberg;0572;Nützlingsstreifen einjährig;36.67;
2023;4681;Langrickenbach;0502;Wintergerste;1795.5;
2024;4501;Kradolf-Schönenberg;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;100.27;
2023;4681;Langrickenbach;0507;Futterweizen gemäss Sortenlist swiss granum;1383.03;
2024;4501;Kradolf-Schönenberg;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);8.27;
2023;4681;Langrickenbach;0528;Soja;51.13;
2024;4501;Kradolf-Schönenberg;0611;Extensiv genutzte Wiesen (ohne Weiden);3530.47;
2023;4681;Langrickenbach;0537;Erbsen zur Körnergewinnung (z.B. Eiweisserbsen);339.43;
2024;4501;Kradolf-Schönenberg;0617;Extensiv genutzte Weiden;1100.21;
2023;4681;Langrickenbach;0546;Freiland-Konservengemüse;7.85;
2024;4501;Kradolf-Schönenberg;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;1.1;
2023;4681;Langrickenbach;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);159.83;
2024;4501;Kradolf-Schönenberg;0731;Andere Obstanlagen (Kiwi, Holunder, usw.);2.43;
2023;4681;Langrickenbach;0572;Nützlingsstreifen einjährig;41.15;
2024;4501;Kradolf-Schönenberg;0926;andere Bäume;;142
2023;4681;Langrickenbach;0611;Extensiv genutzte Wiesen (ohne Weiden);3863.99;
2024;4506;Sulgen;0502;Wintergerste;2064.8;
2023;4681;Langrickenbach;0702;Obstanlagen (Äpfel);3082.79;
2024;4506;Sulgen;0508;Körnermais;1567.0;
2023;4681;Langrickenbach;0723;Baumschule von Obst und Beeren;9.77;
2024;4506;Sulgen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);4287.57;
2023;4681;Langrickenbach;0814;"Beerenkulturen in geschütztem Anbau ohne festes Fundament; auf Pflanztischen oder -gestellen";40.63;
2024;4506;Sulgen;0527;Winterraps zur Speiseölgewinnung;1135.71;
2023;4681;Langrickenbach;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);12.59;
2024;4506;Sulgen;0531;Sonnenblumen zur Speiseölgewinnung;565.33;
2023;4681;Langrickenbach;0926;andere Bäume;;96
2024;4506;Sulgen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;1522.98;
2023;4683;Lengwil;0504;Hafer;329.05;
2024;4506;Sulgen;0557;Rotationsbrache;140.32;
2023;4683;Lengwil;0507;Futterweizen gemäss Sortenlist swiss granum;1059.24;
2024;4506;Sulgen;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);100.17;
2023;4683;Lengwil;0508;Körnermais;2612.49;
2024;4506;Sulgen;0601;Kunstwiesen (ohne Weiden);5280.27;
2023;4683;Lengwil;0524;Kartoffeln;156.26;
2024;4506;Sulgen;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);236.53;
2023;4683;Lengwil;0572;Nützlingsstreifen einjährig;62.2;
2024;4506;Sulgen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);654.92;
2023;4683;Lengwil;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;168.29;
2024;4506;Sulgen;0613;Übrige Dauerwiesen (ohne Weiden);20685.33;
2023;4683;Lengwil;0601;Kunstwiesen (ohne Weiden);10252.4;
2024;4506;Sulgen;0705;Mehrjährige Beeren;199.35;
2023;4683;Lengwil;0612;Wenig intensiv gen. Wiesen (ohne Weiden);3.19;
2024;4506;Sulgen;0714;Ziersträucher, Ziergehölze,  und Zierstauden;1275.68;
2023;4683;Lengwil;0621;Heuwiesen im Sömmerungsgebiet , Übrige Wiesen (keine BFF);88.73;
2024;4506;Sulgen;0723;Baumschule von Obst und Beeren;58.34;
2023;4683;Lengwil;0702;Obstanlagen (Äpfel);255.17;
2024;4506;Sulgen;0725;Permakultur (kleinräumige Misschung verschiedener Kulturen mit mehr als 50% Spezialkulturen);165.34;
2023;4683;Lengwil;0705;Mehrjährige Beeren;16.84;
2024;4506;Sulgen;0901;Wald;;
2023;4683;Lengwil;0709;Rhabarber;0.74;
2024;4506;Sulgen;0902;übrige Unproduktive Flächen (z.B. gemulchte Flächen, stark verunkraute Flächen, Hecke ohne Pufferstreifen;;
2023;4683;Lengwil;0712;Christbäume;11.95;
2024;4506;Sulgen;0904;Wassergräben, Tümpel, Teiche;;
2023;4683;Lengwil;0731;Andere Obstanlagen (Kiwi, Holunder, usw.);0.62;
2024;4506;Sulgen;0907;Unbefestigte, natürliche Wege;;
2023;4683;Lengwil;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);191.56;
2024;4506;Sulgen;0923;Edelkastanienbäume;;2
2023;4683;Lengwil;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);59.57;
2024;4506;Sulgen;0998;Übrige Flächen ausserhalb der LN;;
2023;4683;Lengwil;0923;Edelkastanienbäume;;7
2024;4511;Zihlschlacht-Sitterdorf;0521;Silo- und Grünmais;4824.8;
2023;4691;Münsterlingen;0508;Körnermais;890.17;
2024;4511;Zihlschlacht-Sitterdorf;0522;Zuckerrüben;941.44;
2023;4691;Münsterlingen;0537;Erbsen zur Körnergewinnung (z.B. Eiweisserbsen);217.83;
2024;4511;Zihlschlacht-Sitterdorf;0524;Kartoffeln;924.17;
2023;4691;Münsterlingen;0704;Obstanlagen (Steinobst);16.19;
2024;4511;Zihlschlacht-Sitterdorf;0531;Sonnenblumen zur Speiseölgewinnung;339.11;
2023;4691;Münsterlingen;0706;Mehrjährige Gewürz- und Medizinalpflanzen;4.05;
2024;4511;Zihlschlacht-Sitterdorf;0556;Buntbrache;445.88;
2023;4691;Münsterlingen;0851;Streueflächen innerhalb der LN;8.95;
2024;4511;Zihlschlacht-Sitterdorf;0569;Mischungen von Bohnen, Wicken, Erbsen, Kichererbsen und Lupinen mit Getreide oder Leindotter, mindestens 30 % Anteil Leguminosen bei der Ernte (zur Körnergewinnung);203.08;
2023;4691;Münsterlingen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);84.1;
2024;4511;Zihlschlacht-Sitterdorf;0572;Nützlingsstreifen einjährig;18.11;
2023;4691;Münsterlingen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;46.49;
2024;4511;Zihlschlacht-Sitterdorf;0601;Kunstwiesen (ohne Weiden);9154.43;
2023;4691;Münsterlingen;0922;Nussbäume;;27
2024;4511;Zihlschlacht-Sitterdorf;0612;Wenig intensiv gen. Wiesen (ohne Weiden);210.12;
2023;4691;Münsterlingen;0924;Einheimische standortgerechte Einzelbäume und Alleen;;78
2024;4511;Zihlschlacht-Sitterdorf;0901;Wald;;
2023;4691;Münsterlingen;0926;andere Bäume;;39
2024;4511;Zihlschlacht-Sitterdorf;0904;Wassergräben, Tümpel, Teiche;;
2023;4696;Tägerwilen;0505;Triticale;56.36;
2024;4511;Zihlschlacht-Sitterdorf;0905;Ruderalflächen, Steinhaufen und  -wälle;;
2023;4696;Tägerwilen;0507;Futterweizen gemäss Sortenlist swiss granum;213.54;
2024;4511;Zihlschlacht-Sitterdorf;0922;Nussbäume;;84
2023;4696;Tägerwilen;0510;Hartweizen;202.44;
2024;4511;Zihlschlacht-Sitterdorf;0924;Einheimische standortgerechte Einzelbäume und Alleen;;188
2023;4696;Tägerwilen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);3480.46;
2024;4536;Basadingen-Schlattingen;0501;Sommergerste;263.41;
2023;4696;Tägerwilen;0522;Zuckerrüben;1777.28;
2024;4536;Basadingen-Schlattingen;0508;Körnermais;3932.93;
2023;4696;Tägerwilen;0546;Freiland-Konservengemüse;475.95;
2024;4536;Basadingen-Schlattingen;0521;Silo- und Grünmais;3371.22;
2023;4696;Tägerwilen;0559;Saum auf Ackerfläche;41.42;
2024;4536;Basadingen-Schlattingen;0528;Soja;851.77;
2023;4696;Tägerwilen;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;12.97;
2024;4536;Basadingen-Schlattingen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;9960.96;
2023;4696;Tägerwilen;0704;Obstanlagen (Steinobst);11.74;
2024;4536;Basadingen-Schlattingen;0559;Saum auf Ackerfläche;32.75;
2023;4696;Tägerwilen;0706;Mehrjährige Gewürz- und Medizinalpflanzen;10.16;
2024;4536;Basadingen-Schlattingen;0601;Kunstwiesen (ohne Weiden);9105.96;
2023;4696;Tägerwilen;0709;Rhabarber;21.91;
2024;4536;Basadingen-Schlattingen;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);124.96;
2023;4696;Tägerwilen;0848;übrige Kulturen in geschütztem Anbau mit festem Fundament;100.15;
2024;4536;Basadingen-Schlattingen;0701;Reben;667.96;
2023;4696;Tägerwilen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);156.91;
2024;4536;Basadingen-Schlattingen;0710;Spargel;292.49;
2023;4696;Tägerwilen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);50.51;
2024;4536;Basadingen-Schlattingen;0712;Christbäume;29.06;
2023;4696;Tägerwilen;0897;Übrige Flächen innerhalb der LN, beitragsberechtigt;2.86;
2024;4536;Basadingen-Schlattingen;0797;Übrige Flächen mit Dauerkulturen, beitragsberechtigt;3.01;
2023;4696;Tägerwilen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;439.89;
2024;4536;Basadingen-Schlattingen;0851;Streueflächen innerhalb der LN;14.88;
2023;4696;Tägerwilen;0922;Nussbäume;;138
2024;4536;Basadingen-Schlattingen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;611.23;
2023;4696;Tägerwilen;0926;andere Bäume;;35
2024;4536;Basadingen-Schlattingen;0901;Wald;;
2023;4701;Wäldi;0505;Triticale;603.66;
2024;4536;Basadingen-Schlattingen;0922;Nussbäume;;41
2023;4701;Wäldi;0507;Futterweizen gemäss Sortenlist swiss granum;1053.98;
2024;4536;Basadingen-Schlattingen;0925;Markante Einzelbäume;;1
2023;4701;Wäldi;0508;Körnermais;4653.25;
2024;4536;Basadingen-Schlattingen;10572;Nützlingsstreifen mehrjährig;27.98;
2023;4701;Wäldi;0534;Lein;89.39;
2024;4545;Diessenhofen;0504;Hafer;1520.48;
2023;4701;Wäldi;0536;Bohnen und Wicken zur Körnergewinnung (z.B. Ackerbohnen);420.17;
2024;4545;Diessenhofen;0507;Futterweizen gemäss Sortenlist swiss granum;875.45;
2023;4701;Wäldi;0543;Getreide siliert;30.79;
2024;4545;Diessenhofen;0508;Körnermais;2931.01;
2023;4701;Wäldi;0545;Einjährige Freilandgemüse, ohne Konservengemüse;2286.39;
2024;4545;Diessenhofen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);5030.48;
2023;4701;Wäldi;0546;Freiland-Konservengemüse;1051.98;
2024;4545;Diessenhofen;0522;Zuckerrüben;2384.02;
2023;4701;Wäldi;0556;Buntbrache;153.31;
2024;4545;Diessenhofen;0527;Winterraps zur Speiseölgewinnung;370.98;
2023;4701;Wäldi;0572;Nützlingsstreifen einjährig;66.88;
2024;4545;Diessenhofen;0528;Soja;1368.33;
2023;4701;Wäldi;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;51.99;
2024;4545;Diessenhofen;0538;Lupinen;42.88;
2023;4701;Wäldi;0601;Kunstwiesen (ohne Weiden);15208.95;
2024;4545;Diessenhofen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;2755.12;
2023;4701;Wäldi;0707;Mehrjährige nachwachsende Rohstoffe (Chinaschilf, usw.);101.88;
2024;4545;Diessenhofen;0556;Buntbrache;1027.22;
2023;4701;Wäldi;0712;Christbäume;129.88;
2024;4545;Diessenhofen;0572;Nützlingsstreifen einjährig;81.81;
2023;4701;Wäldi;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);14.61;
2024;4545;Diessenhofen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);4.96;
2023;4701;Wäldi;0924;Einheimische standortgerechte Einzelbäume und Alleen;;82
2024;4545;Diessenhofen;0613;Übrige Dauerwiesen (ohne Weiden);2085.87;
2023;4701;Wäldi;0925;Markante Einzelbäume;;1
2024;4545;Diessenhofen;0705;Mehrjährige Beeren;23.13;
2023;4701;Wäldi;0926;andere Bäume;;50
2024;4545;Diessenhofen;0712;Christbäume;40.41;
2023;4711;Affeltrangen;0502;Wintergerste;2801.73;
2024;4545;Diessenhofen;0851;Streueflächen innerhalb der LN;81.09;
2023;4711;Affeltrangen;0504;Hafer;321.1;
2024;4545;Diessenhofen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;171.36;
2023;4711;Affeltrangen;0507;Futterweizen gemäss Sortenlist swiss granum;312.3;
2024;4545;Diessenhofen;0903;Flächen ohne landwirtschaftliche Hauptzweckbestimmung;;
2023;4711;Affeltrangen;0514;Roggen;174.67;
2024;4545;Diessenhofen;0907;Unbefestigte, natürliche Wege;;
2023;4711;Affeltrangen;0516;Dinkel;1433.73;
2024;4545;Diessenhofen;0922;Nussbäume;;32
2023;4711;Affeltrangen;0522;Zuckerrüben;2844.32;
2024;4546;Schlatt (TG);0507;Futterweizen gemäss Sortenlist swiss granum;740.98;
2023;4711;Affeltrangen;0524;Kartoffeln;952.55;
2024;4546;Schlatt (TG);0508;Körnermais;5704.17;
2023;4711;Affeltrangen;0528;Soja;202.6;
2024;4546;Schlatt (TG);0512;Sommerweizen (ohne Futterweizen der Sortenliste swiss granum);1292.8;
2023;4711;Affeltrangen;0551;Einjährige Beeren (z.B. Erdbeeren);16.84;
2024;4546;Schlatt (TG);0524;Kartoffeln;4109.43;
2023;4711;Affeltrangen;0572;Nützlingsstreifen einjährig;11.15;
2024;4546;Schlatt (TG);0531;Sonnenblumen zur Speiseölgewinnung;2228.59;
2023;4711;Affeltrangen;0601;Kunstwiesen (ohne Weiden);16758.99;
2024;4546;Schlatt (TG);0539;Oelkürbisse;240.38;
2023;4711;Affeltrangen;0613;Übrige Dauerwiesen (ohne Weiden);41104.32;
2024;4546;Schlatt (TG);0546;Freiland-Konservengemüse;1153.96;
2023;4711;Affeltrangen;0707;Mehrjährige nachwachsende Rohstoffe (Chinaschilf, usw.);59.44;
2024;4546;Schlatt (TG);0551;Einjährige Beeren (z.B. Erdbeeren);68.63;
2023;4711;Affeltrangen;0710;Spargel;1.01;
2024;4546;Schlatt (TG);0557;Rotationsbrache;95.77;
2023;4711;Affeltrangen;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);336.43;
2024;4546;Schlatt (TG);0611;Extensiv genutzte Wiesen (ohne Weiden);5874.68;
2023;4711;Affeltrangen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);52.29;
2024;4546;Schlatt (TG);0616;Weiden (Heimweiden, übrige Weiden ohne Sömmerungsweiden);1747.81;
2023;4711;Affeltrangen;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;320.67;
2024;4546;Schlatt (TG);0617;Extensiv genutzte Weiden;470.11;
2023;4711;Affeltrangen;0923;Edelkastanienbäume;;5
2024;4546;Schlatt (TG);0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;159.34;
2023;4716;Bettwiesen;0504;Hafer;190.03;
2024;4546;Schlatt (TG);0698;Übrige Grünfläche (Dauergrünfläche), nicht beitragsberechtigt;73.48;
2023;4716;Bettwiesen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);118.04;
2024;4546;Schlatt (TG);0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);264.13;
2023;4716;Bettwiesen;0522;Zuckerrüben;149.9;
2024;4546;Schlatt (TG);0924;Einheimische standortgerechte Einzelbäume und Alleen;;142
2023;4716;Bettwiesen;0528;Soja;135.55;
2024;4546;Schlatt (TG);0925;Markante Einzelbäume;;5
2023;4716;Bettwiesen;0601;Kunstwiesen (ohne Weiden);3499.77;
2024;4546;Schlatt (TG);0998;Übrige Flächen ausserhalb der LN;;
2023;4716;Bettwiesen;0612;Wenig intensiv gen. Wiesen (ohne Weiden);82.33;
2024;4551;Aadorf;0504;Hafer;423.81;
2023;4716;Bettwiesen;0712;Christbäume;393.28;
2024;4551;Aadorf;0505;Triticale;446.27;
2023;4716;Bettwiesen;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);3.93;
2024;4551;Aadorf;0511;Emmer, Einkorn;17.02;
2023;4716;Bettwiesen;0923;Edelkastanienbäume;;6
2024;4551;Aadorf;0516;Dinkel;1119.2;
2023;4716;Bettwiesen;0926;andere Bäume;;7
2024;4551;Aadorf;0522;Zuckerrüben;2049.53;
2023;4721;Bichelsee-Balterswil;0507;Futterweizen gemäss Sortenlist swiss granum;62.73;
2024;4551;Aadorf;0531;Sonnenblumen zur Speiseölgewinnung;1567.91;
2023;4721;Bichelsee-Balterswil;0508;Körnermais;200.31;
2024;4551;Aadorf;0546;Freiland-Konservengemüse;773.68;
2023;4721;Bichelsee-Balterswil;0521;Silo- und Grünmais;3346.96;
2024;4551;Aadorf;0551;Einjährige Beeren (z.B. Erdbeeren);294.71;
2023;4721;Bichelsee-Balterswil;0602;Übrige Kunstwiese, beitragsberechtigt (z.B. Schweineweide, Geflügelweide);293.81;
2024;4551;Aadorf;0554;Einjährige gärtnerische Freilandkulturen (Blumen, Rollrasen, usw.);51.22;
2023;4721;Bichelsee-Balterswil;0612;Wenig intensiv gen. Wiesen (ohne Weiden);157.68;
2024;4551;Aadorf;0556;Buntbrache;520.77;
2023;4721;Bichelsee-Balterswil;0852;Hecken-, Feld- und Ufergehölze (mit Krautsaum);101.79;
2024;4551;Aadorf;0559;Saum auf Ackerfläche;32.93;
2023;4721;Bichelsee-Balterswil;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);24.77;
2024;4551;Aadorf;0635;Uferwiese (ohne Weiden);22.62;
2023;4721;Bichelsee-Balterswil;0922;Nussbäume;;43
2024;4551;Aadorf;0701;Reben;26.83;
2023;4723;Braunau;0521;Silo- und Grünmais;2615.64;
2024;4551;Aadorf;0851;Streueflächen innerhalb der LN;74.8;
2023;4723;Braunau;0522;Zuckerrüben;456.45;
2024;4551;Aadorf;0857;Hecken-, Feld- und Ufergehölze (mit Pufferstreifen);63.57;
2023;4723;Braunau;0527;Winterraps zur Speiseölgewinnung;563.48;
2024;4551;Aadorf;0902;übrige Unproduktive Flächen (z.B. gemulchte Flächen, stark verunkraute Flächen, Hecke ohne Pufferstreifen;;
2023;4723;Braunau;0531;Sonnenblumen zur Speiseölgewinnung;52.31;
2024;4551;Aadorf;0924;Einheimische standortgerechte Einzelbäume und Alleen;;168
2023;4723;Braunau;0545;Einjährige Freilandgemüse, ohne Konservengemüse;871.7;
2024;4551;Aadorf;0925;Markante Einzelbäume;;6
2023;4723;Braunau;0551;Einjährige Beeren (z.B. Erdbeeren);17.5;
2024;4551;Aadorf;0926;andere Bäume;;31
2023;4723;Braunau;0598;Übrige offene Ackerfläche, nicht beitragsberechtigt;8.01;
2024;4561;Felben-Wellhausen;0513;Winterweizen (ohne Futterweizen der Sortenliste swiss granum);4637.1;
2023;4723;Braunau;0611;Extensiv genutzte Wiesen (ohne Weiden);2651.84;
2024;4561;Felben-Wellhausen;0531;Sonnenblumen zur Speiseölgewinnung;114.66;
2023;4723;Braunau;0697;Übrige Grünfläche (Dauergrünfläche), beitragsberechtigt;5.26;
2024;4561;Felben-Wellhausen;0545;Einjährige Freilandgemüse, ohne Konservengemüse;4377.68;
2023;4723;Braunau;0709;Rhabarber;62.03;
2024;4561;Felben-Wellhausen;0581;Sorghum zur Nutzung ganze Pflanze;90.01;
2023;4723;Braunau;0898;übrige Flächen innerhalb der LN, nicht beitragsberechtigt;5.65;
