jahr;standortgemeinde;code;hauptkategorie;kategorie;durchschnittsbestand_stueck;durchschnittsbestand_grossvieheinheiten
2019;Bichelsee-Balterswil;1753;Nutzgeflügel;Konsumeier produzierende Hennen;19109.0;0.0
2019;Bichelsee-Balterswil;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;4.0;0.0
2019;Bichelsee-Balterswil;1872;Übriges Geflügel;Gänse;50.0;0.0
2019;Bichelsee-Balterswil;1876;Übriges Geflügel;Wachteln;0.0;0.0
2019;Bichelsee-Balterswil;1882;Bienenstände/Bienenvölker;Bienenvölker;129.0;0.0
2019;Bichelsee-Balterswil;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);10.0;0.0
2019;Bichelsee-Balterswil;9009;Fische;Andere;;0.0
2019;Birwinken;1110;Rindergattung und Wasserbüffel;Milchkühe;828.0;828.7611
2019;Birwinken;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;6.0;3.919
2019;Birwinken;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;11.0;4.7584
2019;Birwinken;1150;Rindergattung und Wasserbüffel;Andere Kühe;31.0;31.2713
2019;Birwinken;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;92.0;64.4498
2019;Birwinken;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;41.0;14.6683
2019;Birwinken;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);3.0;0.0
2019;Birwinken;1611;Schweinegattung;Säugende Zuchtsauen;55.0;0.0
2019;Birwinken;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;460.0;0.0
2019;Birwinken;1621;Schweinegattung;Zuchteber;5.0;0.0
2019;Birwinken;1871;Übriges Geflügel;Enten (ohne Zierenten);7.0;0.0
2019;Birwinken;1887;Übriges Geflügel;Perlhühner;5.0;0.0
2019;Birwinken;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;4.0;0.0
2019;Bischofszell;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;32.0;19.7459
2019;Bischofszell;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;9.0;5.9079
2019;Bischofszell;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;45.0;18.2904
2019;Bischofszell;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;95.0;31.577
2019;Bischofszell;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;134.0;17.4459
2019;Bischofszell;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;2.0;1.4422
2019;Bischofszell;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;4.0;2.4041
2019;Bischofszell;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;28.0;10.1068
2019;Bischofszell;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;5.0;0.55
2019;Bischofszell;1611;Schweinegattung;Säugende Zuchtsauen;36.0;0.0
2019;Bischofszell;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;102.0;0.0
2019;Bischofszell;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);315.0;0.0
2019;Bischofszell;1872;Übriges Geflügel;Gänse;8.0;0.0
2019;Bischofszell;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);5.0;0.0
2019;Bischofszell;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;13.0;0.0
2019;Bischofszell;1902;Hobbytierhaltung (Liebhabertiere);Wollschweine;2.0;0.0
2019;Bottighofen;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;32.0;4.227
2019;Bottighofen;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;0.0;0.0115
2019;Bottighofen;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;2.0;0.7
2019;Bottighofen;1355;Schafgattung;Widder über 1-jährig;2.0;0.0
2019;Bottighofen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);13.0;0.0
2019;Bottighofen;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;30.0;0.0
2019;Bottighofen;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);25.0;0.0
2019;Bottighofen;1863;Kaninchen;Andere Kaninchen;15.0;0.0
2019;Bottighofen;1871;Übriges Geflügel;Enten (ohne Zierenten);12.0;0.0
2019;Bottighofen;1882;Bienenstände/Bienenvölker;Bienenvölker;52.0;0.0
2019;Braunau;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;80.0;26.6613
2019;Braunau;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;66.0;8.6507
2019;Braunau;1150;Rindergattung und Wasserbüffel;Andere Kühe;56.0;56.8986
2019;Braunau;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;57.0;40.3929
2019;Braunau;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;3.0;1.9658
2019;Braunau;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;22.0;7.8831
2019;Braunau;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;4.0;1.4086
2019;Braunau;1265;Pferdegattung;Equiden, Fohlen bis 180 Tage, bis 148 cm;0.0;0.0086
2019;Braunau;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;90.0;0.0
2019;Braunau;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;12.0;1.32
2019;Braunau;1621;Schweinegattung;Zuchteber;0.0;0.0
2019;Braunau;1753;Nutzgeflügel;Konsumeier produzierende Hennen;6390.0;0.0
2019;Braunau;1872;Übriges Geflügel;Gänse;6.0;0.0
2019;Braunau;1876;Übriges Geflügel;Wachteln;20.0;0.0
2019;Bussnang;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;80.0;48.4209
2019;Bussnang;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;1.0;0.5397
2019;Bussnang;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;5.0;2.0559
2019;Bussnang;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;0.0;0.1671
2019;Bussnang;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;17.0;0.0
2019;Bussnang;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);12.0;0.0
2019;Bussnang;1465;Ziegengattung;Ziegenböcke über 1-jährig;1.0;0.0
2019;Bussnang;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);17.0;0.0
2019;Bussnang;1471;Ziegengattung;Zwergziegen über 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);5.0;0.0
2019;Bussnang;1581;Andere Raufutter verzehrende Nutztiere;Lamas über 2-jährig;3.0;0.51
2019;Bussnang;1611;Schweinegattung;Säugende Zuchtsauen;140.0;0.0
2019;Bussnang;1621;Schweinegattung;Zuchteber;7.0;0.0
2019;Bussnang;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);1220.0;0.0
2019;Bussnang;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;6.0;0.0
2019;Bussnang;1757;Nutzgeflügel;Mastpoulets jeden Alters;45063.0;0.0
2019;Bussnang;1871;Übriges Geflügel;Enten (ohne Zierenten);24.0;0.0
2019;Bussnang;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;8.0;0.0
2019;Bürglen (TG);1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;3.0;2.2159
2019;Bürglen (TG);1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;16.0;6.5841
2019;Bürglen (TG);1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;73.0;24.2157
2019;Bürglen (TG);1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;93.0;12.1018
2019;Bürglen (TG);1150;Rindergattung und Wasserbüffel;Andere Kühe;34.0;34.9287
2019;Bürglen (TG);1355;Schafgattung;Widder über 1-jährig;6.0;0.0
2019;Bürglen (TG);1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;2.0;0.0
2019;Bürglen (TG);1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;8.0;0.8
2019;Bürglen (TG);1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;3393.0;0.0
2019;Bürglen (TG);1872;Übriges Geflügel;Gänse;7.0;0.0
2019;Bürglen (TG);1882;Bienenstände/Bienenvölker;Bienenvölker;87.0;0.0
2019;Bürglen (TG);1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);7.0;0.0
2019;Diessenhofen;1110;Rindergattung und Wasserbüffel;Milchkühe;72.0;72.8329
2019;Diessenhofen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;25.0;10.1764
2019;Diessenhofen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;20.0;6.7401
2019;Diessenhofen;1150;Rindergattung und Wasserbüffel;Andere Kühe;4.0;4.1945
2019;Diessenhofen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;24.0;17.2411
2019;Diessenhofen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);48.0;0.0
2019;Diessenhofen;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);4.0;0.0
2019;Diessenhofen;1471;Ziegengattung;Zwergziegen über 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);2.0;0.0
2019;Diessenhofen;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;3.0;0.33
2019;Diessenhofen;1611;Schweinegattung;Säugende Zuchtsauen;20.0;0.0
2019;Diessenhofen;1621;Schweinegattung;Zuchteber;2.0;0.0
2019;Diessenhofen;1631;Schweinegattung;Abgesetzte Ferkel;200.0;0.0
2019;Diessenhofen;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;0.0;0.0
2019;Diessenhofen;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);15.0;0.0
2019;Diessenhofen;1863;Kaninchen;Andere Kaninchen;10.0;0.0
2019;Diessenhofen;1882;Bienenstände/Bienenvölker;Bienenvölker;48.0;0.0
2019;Diessenhofen;9001;Fische;Regenbogenforelle;;0.0
2019;Diessenhofen;9004;Fische;Äsche;;0.0
2019;Diessenhofen;9005;Fische;Hecht;;0.0
2019;Diessenhofen;9007;Fische;Felchen;;0.0
2019;Diessenhofen;9009;Fische;Andere;;0.0
2019;Dozwil;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;15.0;5.2095
2019;Dozwil;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;18.0;2.423
2019;Dozwil;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;60.0;19.9691
2019;Dozwil;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;1.0;0.7028
2019;Dozwil;1225;Pferdegattung;Equiden, Fohlen bis 180 Tage, ab 148 cm;1.0;0.434
2019;Dozwil;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;6.0;2.1
2019;Dozwil;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;8.0;0.0
2019;Dozwil;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;2.0;0.0
2019;Dozwil;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);4.0;0.0
2019;Dozwil;1471;Ziegengattung;Zwergziegen über 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);2.0;0.0
2019;Dozwil;1861;Kaninchen;Produzierende Zibben;2.0;0.0
2019;Dozwil;1863;Kaninchen;Andere Kaninchen;2.0;0.0
2019;Egnach;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;51.0;30.7084
2019;Egnach;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;6.0;4.172
2019;Egnach;1150;Rindergattung und Wasserbüffel;Andere Kühe;85.0;85.8384
2019;Egnach;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;7.0;5.3699
2019;Egnach;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;7.0;3.9836
2019;Egnach;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;5.0;2.0252
2019;Egnach;1351;Schafgattung;Schafe gemolken;0.0;0.0
2019;Egnach;1355;Schafgattung;Widder über 1-jährig;7.0;0.0
2019;Egnach;1611;Schweinegattung;Säugende Zuchtsauen;118.0;0.0
2019;Egnach;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;342.0;0.0
2019;Egnach;1621;Schweinegattung;Zuchteber;8.0;0.0
2019;Egnach;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;2532.0;0.0
2019;Egnach;1753;Nutzgeflügel;Konsumeier produzierende Hennen;26474.0;0.0
2019;Egnach;1757;Nutzgeflügel;Mastpoulets jeden Alters;42288.0;0.0
2019;Egnach;1872;Übriges Geflügel;Gänse;48.0;0.0
2019;Egnach;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;36.0;0.0
2019;Egnach;1902;Hobbytierhaltung (Liebhabertiere);Wollschweine;1.0;0.0
2019;Erlen;1110;Rindergattung und Wasserbüffel;Milchkühe;785.0;785.9834
2019;Erlen;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;7.0;4.3183
2019;Erlen;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;18.0;7.2995
2019;Erlen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;61.0;20.1563
2019;Erlen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;60.0;42.4085
2019;Erlen;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;5.0;3.7801
2019;Erlen;1225;Pferdegattung;Equiden, Fohlen bis 180 Tage, ab 148 cm;0.0;0.1258
2019;Erlen;1351;Schafgattung;Schafe gemolken;6.0;0.0
2019;Erlen;1355;Schafgattung;Widder über 1-jährig;8.0;0.0
2019;Erlen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);49.0;0.0
2019;Erlen;1753;Nutzgeflügel;Konsumeier produzierende Hennen;7372.0;0.0
2019;Erlen;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);27.0;0.0
2019;Erlen;1761;Nutzgeflügel;Truten jeden Alters;2.0;0.0
2019;Erlen;1871;Übriges Geflügel;Enten (ohne Zierenten);2.0;0.0
2019;Erlen;1882;Bienenstände/Bienenvölker;Bienenvölker;158.0;0.0
2019;Ermatingen;1110;Rindergattung und Wasserbüffel;Milchkühe;141.0;141.1124
2019;Ermatingen;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;13.0;5.5682
2019;Ermatingen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;5.0;3.8625
2019;Ermatingen;1262;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;0.0;0.163
2019;Ermatingen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);6.0;0.0
2019;Ermatingen;1757;Nutzgeflügel;Mastpoulets jeden Alters;200.0;0.0
2019;Ermatingen;1863;Kaninchen;Andere Kaninchen;12.0;0.0
2019;Ermatingen;9007;Fische;Felchen;;0.0
2019;Eschenz;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;43.0;25.9559
2019;Eschenz;1124;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 730 Tage;7.0;4.4482
2019;Eschenz;1224;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;1.0;0.8589
2019;Eschenz;1225;Pferdegattung;Equiden, Fohlen bis 180 Tage, ab 148 cm;2.0;0.6238
2019;Eschenz;1465;Ziegengattung;Ziegenböcke über 1-jährig;2.0;0.0
2019;Eschenz;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;6.0;0.66
2019;Eschenz;1586;Andere Raufutter verzehrende Nutztiere;Alpakas unter 2-jährig;0.0;0.0
2019;Eschenz;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;175.0;0.0
2019;Eschenz;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);380.0;0.0
2019;Eschenz;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;1326.0;0.0
2019;Eschenz;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);6.0;0.0
2019;Eschenz;1757;Nutzgeflügel;Mastpoulets jeden Alters;5.0;0.0
2019;Eschenz;1761;Nutzgeflügel;Truten jeden Alters;2.0;0.0
2019;Eschenz;1863;Kaninchen;Andere Kaninchen;27.0;0.0
2019;Eschenz;1882;Bienenstände/Bienenvölker;Bienenvölker;68.0;0.0
2019;Eschenz;1887;Übriges Geflügel;Perlhühner;3.0;0.0
2019;Eschenz;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);6.0;0.0
2019;Eschenz;1902;Hobbytierhaltung (Liebhabertiere);Wollschweine;0.0;0.0
2019;Eschlikon;1110;Rindergattung und Wasserbüffel;Milchkühe;291.0;291.6
2019;Eschlikon;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;18.0;5.9527
2019;Eschlikon;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;28.0;3.7129
2019;Eschlikon;1150;Rindergattung und Wasserbüffel;Andere Kühe;25.0;25.0192
2019;Eschlikon;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;21.0;14.8611
2019;Eschlikon;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;1.0;1.1564
2019;Eschlikon;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);15.0;0.0
2019;Eschlikon;1631;Schweinegattung;Abgesetzte Ferkel;220.0;0.0
2019;Eschlikon;1753;Nutzgeflügel;Konsumeier produzierende Hennen;2237.0;0.0
2019;Eschlikon;1755;Nutzgeflügel;Junghennen, Junghähne und Kücken für die Eierproduktion;1.0;0.0
2019;Eschlikon;1882;Bienenstände/Bienenvölker;Bienenvölker;82.0;0.0
2019;Eschlikon;1887;Übriges Geflügel;Perlhühner;5.0;0.0
2019;Eschlikon;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;9.0;0.0
2019;Felben-Wellhausen;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;15.0;6.0403
2019;Felben-Wellhausen;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;27.0;8.9755
2019;Felben-Wellhausen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;153.0;19.9728
2019;Felben-Wellhausen;1353;Schafgattung;Andere weibliche Schafe über 1-jährig;321.0;0.0
2019;Felben-Wellhausen;1639;Schweinegattung;Mastschweine und Remonten bis 6 Monate alt;1752.0;0.0
2019;Felben-Wellhausen;1757;Nutzgeflügel;Mastpoulets jeden Alters;16863.0;0.0
2019;Felben-Wellhausen;1871;Übriges Geflügel;Enten (ohne Zierenten);2.0;0.0
2019;Fischingen;1143;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;39.0;12.9495
2019;Fischingen;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;138.0;17.9942
2019;Fischingen;1222;Pferdegattung;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;37.0;26.3266
2019;Fischingen;1223;Pferdegattung;Equiden, Hengste über 900 Tage, ab 148 cm;3.0;2.3608
2019;Fischingen;1263;Pferdegattung;Equiden, Hengste über 900 Tage, bis 148 cm;1.0;0.5677
2019;Fischingen;1351;Schafgattung;Schafe gemolken;0.0;0.0
2019;Fischingen;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);141.0;0.0
2019;Fischingen;1461;Ziegengattung;Ziegen gemolken;5.0;0.0
2019;Fischingen;1463;Ziegengattung;Andere weibliche Ziegen über 1-jährig;72.0;0.0
2019;Fischingen;1586;Andere Raufutter verzehrende Nutztiere;Alpakas unter 2-jährig;3.0;0.21
2019;Fischingen;1751;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Mastlinien);0.0;0.0
2019;Fischingen;1757;Nutzgeflügel;Mastpoulets jeden Alters;6.0;0.0
2019;Fischingen;1761;Nutzgeflügel;Truten jeden Alters;6.0;0.0
2019;Fischingen;1861;Kaninchen;Produzierende Zibben;11.0;0.0
2019;Fischingen;1862;Kaninchen;Jungtiere (Mast bzw. Aufzucht);25.0;0.0
2019;Fischingen;1876;Übriges Geflügel;Wachteln;0.0;0.0
2019;Fischingen;1878;Übriges Geflügel;Strausse über 13 Monate;0.0;0.0
2019;Fischingen;1888;Übriges Geflügel;Emus;0.0;0.0
2019;Fischingen;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;31.0;0.0
2019;Fischingen;1904;Hobbytierhaltung (Liebhabertiere);Zierenten;0.0;0.0
2019;Fischingen;9001;Fische;Regenbogenforelle;;0.0
2019;Frauenfeld;1128;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 365 bis 730 Tage;88.0;35.4761
2019;Frauenfeld;1129;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere über 365 bis 730 Tage;23.0;9.2175
2019;Frauenfeld;1142;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere bis 160 Tage alt;68.0;8.9532
2019;Frauenfeld;1144;Rindergattung und Wasserbüffel;Rindvieh, männliche Tiere bis 160 Tage alt;57.0;7.4334
2019;Frauenfeld;1264;Pferdegattung;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;2.0;0.7205
2019;Frauenfeld;1351;Schafgattung;Schafe gemolken;0.0;0.0
2019;Frauenfeld;1357;Schafgattung;Jungschafe unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);845.0;0.0
2019;Frauenfeld;1467;Ziegengattung;Jungziegen unter 1-jährig (im Faktor des weiblichen Tieres eingerechnet);3.0;0.0
2019;Frauenfeld;1472;Ziegengattung;Zwergziegen bis 1 Jahr alt Nutztierhaltung (zu Erwerbszwecken);0.0;0.0
2019;Frauenfeld;1575;Andere Raufutter verzehrende Nutztiere;Damhirsche jeden Alters;0.0;0.0
2019;Frauenfeld;1582;Andere Raufutter verzehrende Nutztiere;Lamas unter 2-jährig;1.0;0.11
2019;Frauenfeld;1585;Andere Raufutter verzehrende Nutztiere;Alpakas über 2-jährig;4.0;0.44
2019;Frauenfeld;1615;Schweinegattung;Nicht säugende Zuchtsauen über 6 Monate alt;67.0;0.0
2019;Frauenfeld;1635;Schweinegattung;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);240.0;0.0
2019;Frauenfeld;1753;Nutzgeflügel;Konsumeier produzierende Hennen;854.0;0.0
2019;Frauenfeld;1754;Nutzgeflügel;Bruteier produzierende Hennen und Hähne (Legelinien);22.0;0.0
2019;Frauenfeld;1882;Bienenstände/Bienenvölker;Bienenvölker;135.0;0.0
2019;Frauenfeld;1884;Andere Tiere;Pelztiere aller Art (Nerz);0.0;0.0
2019;Frauenfeld;1890;Übriges Geflügel;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);57.0;0.0
2019;Frauenfeld;1901;Hobbytierhaltung (Liebhabertiere);Zwergziegen zu Nicht-Erwerbszwecken;17.0;0.0
2019;Frauenfeld;1903;Hobbytierhaltung (Liebhabertiere);Mini-Pigs;5.0;0.0
2019;Frauenfeld;1971;Hobbytierhaltung (Liebhabertiere);Andere Tiere;4.0;0.0
2019;Gachnang;1123;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 730 Tage;29.0;17.8355
2019;Gachnang;1141;Rindergattung und Wasserbüffel;Rindvieh, weibliche Tiere über 160 bis 365 Tage;66.0;22.0963
