jahr;standortgemeinde;code;kategorie;durchschnittsbestand_stueck;durchschnittsbestand_grossvieheinheiten
2024;Aadorf;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;84.8906;33.9562
2024;Aadorf;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;2.3497;0.9399
2024;Aadorf;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;64.5548;21.3032
2024;Aadorf;1144;Rindvieh, männliche Tiere bis 160 Tage alt;72.3334;9.4035
2024;Aadorf;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;50.6009;17.7104
2024;Aadorf;1263;Equiden, Hengste über 900 Tage, bis 148 cm;11.7514;4.113
2024;Aadorf;1352;Andere Schafe über 365 Tage alt, weiblich;632.7349;107.5649
2024;Aadorf;1466;Jungziegen über 180 Tage bis 365 Tage alt;7.0656;0.4239
2024;Aadorf;1581;Lamas über 2-jährig;3.0;0.51
2024;Aadorf;1621;Zuchteber;2.0;0.5
2024;Aadorf;1751;Bruteier produzierende Hennen und Hähne (Mastlinien);8.0;0.08
2024;Aadorf;1863;Andere Kaninchen;12.0;0.0
2024;Aadorf;1872;Gänse;2.0;0.024
2024;Aadorf;1884;Pelztiere aller Art (Nerz);4.0;0.0
2024;Affeltrangen;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;147.7048;59.082
2024;Affeltrangen;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;48.817;19.5267
2024;Affeltrangen;1144;Rindvieh, männliche Tiere bis 160 Tage alt;303.8849;39.5052
2024;Affeltrangen;1224;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;8.3853;4.1925
2024;Affeltrangen;1264;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;1.2923;0.3231
2024;Affeltrangen;1354;Andere Schafe über 365 Tage alt, männlich;7.4891;1.2731
2024;Affeltrangen;1356;Jungschafe über 180 Tage bis 365 Tage alt;32.9836;1.9789
2024;Affeltrangen;1358;Lämmer bis 180 Tage alt;83.3607;2.5009
2024;Affeltrangen;1581;Lamas über 2-jährig;10.0;1.7
2024;Affeltrangen;1621;Zuchteber;4.0;1.0
2024;Affeltrangen;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);730.0;0.0
2024;Affeltrangen;1753;Konsumeier produzierende Hennen;601.0;6.01
2024;Affeltrangen;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;3.0;0.012
2024;Affeltrangen;1861;Produzierende Zibben;15.0;0.51
2024;Affeltrangen;1863;Andere Kaninchen;32.0;0.0
2024;Affeltrangen;1872;Gänse;9.0;0.108
2024;Affeltrangen;1882;Bienenvölker;180.0;0.0
2024;Altnau;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;18.6775;7.471
2024;Altnau;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;2.0983;0.8393
2024;Altnau;1352;Andere Schafe über 365 Tage alt, weiblich;138.8743;23.6086
2024;Altnau;1354;Andere Schafe über 365 Tage alt, männlich;18.0601;3.0702
2024;Altnau;1358;Lämmer bis 180 Tage alt;49.582;1.4875
2024;Altnau;1462;Andere Ziegen über 365 Tage alt, weiblich;11.5956;1.9713
2024;Altnau;1464;Andere Ziegen über 365 Tage alt, männlich;9.1502;1.5556
2024;Altnau;1611;Säugende Zuchtsauen;38.0;20.9
2024;Altnau;1621;Zuchteber;2.0;0.5
2024;Altnau;1876;Wachteln;1.0;0.004
2024;Amlikon-Bissegg;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;160.1393;20.8182
2024;Amlikon-Bissegg;1150;Andere Kühe;54.0027;54.0027
2024;Amlikon-Bissegg;1223;Equiden, Hengste über 900 Tage, ab 148 cm;17.9016;12.5311
2024;Amlikon-Bissegg;1263;Equiden, Hengste über 900 Tage, bis 148 cm;13.2678;4.6438
2024;Amlikon-Bissegg;1265;Equiden, Fohlen bis 180 Tage, bis 148 cm;0.0191;0.0029
2024;Amlikon-Bissegg;1351;Milchschafe;0.2104;0.0526
2024;Amlikon-Bissegg;1354;Andere Schafe über 365 Tage alt, männlich;30.7404;5.2259
2024;Amlikon-Bissegg;1356;Jungschafe über 180 Tage bis 365 Tage alt;62.7541;3.7652
2024;Amlikon-Bissegg;1464;Andere Ziegen über 365 Tage alt, männlich;13.3332;2.2667
2024;Amlikon-Bissegg;1468;Zicklein bis 180 Tage alt;4.7514;0.1425
2024;Amlikon-Bissegg;1611;Säugende Zuchtsauen;76.0;41.8
2024;Amlikon-Bissegg;1639;Mastschweine und Remonten bis 6 Monate alt;3817.0;648.89
2024;Amlikon-Bissegg;1754;Bruteier produzierende Hennen und Hähne (Legelinien);40.0;0.4
2024;Amlikon-Bissegg;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;26458.0;105.832
2024;Amlikon-Bissegg;1763;Trutenausmast;25.0;0.7
2024;Amlikon-Bissegg;1902;Wollschweine;2.0;0.0
2024;Amriswil;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;45.9263;15.1556
2024;Amriswil;1144;Rindvieh, männliche Tiere bis 160 Tage alt;137.863;17.9219
2024;Amriswil;1223;Equiden, Hengste über 900 Tage, ab 148 cm;5.6967;3.9877
2024;Amriswil;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;92.2078;32.2727
2024;Amriswil;1264;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;7.4481;1.862
2024;Amriswil;1356;Jungschafe über 180 Tage bis 365 Tage alt;15.7104;0.9426
2024;Amriswil;1358;Lämmer bis 180 Tage alt;39.5328;1.1861
2024;Amriswil;1461;Milchziegen;5.5137;1.1027
2024;Amriswil;1462;Andere Ziegen über 365 Tage alt, weiblich;57.7923;9.8248
2024;Amriswil;1586;Alpakas unter 2-jährig;1.0;0.07
2024;Amriswil;1615;Nicht säugende Zuchtsauen über 6 Monate alt;340.0;88.4
2024;Amriswil;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);745.0;0.0
2024;Amriswil;1753;Konsumeier produzierende Hennen;2208.0;22.08
2024;Amriswil;1754;Bruteier produzierende Hennen und Hähne (Legelinien);40.0;0.4
2024;Amriswil;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;70.0;0.28
2024;Amriswil;1862;Jungtiere (Mast bzw. Aufzucht);5.0;0.055
2024;Amriswil;1863;Andere Kaninchen;12.0;0.0
2024;Amriswil;1882;Bienenvölker;203.0;0.0
2024;Amriswil;1890;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);3.0;0.0
2024;Amriswil;1902;Wollschweine;14.0;0.0
2024;Appenzell;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;0.1202;0.0156
2024;Arbon;1124;Rindvieh, männliche Tiere über 730 Tage;0.5738;0.3443
2024;Arbon;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;10.7651;4.306
2024;Arbon;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;13.1038;4.3243
2024;Arbon;1462;Andere Ziegen über 365 Tage alt, weiblich;1.4317;0.2434
2024;Arbon;1464;Andere Ziegen über 365 Tage alt, männlich;1.0;0.17
2024;Arbon;1753;Konsumeier produzierende Hennen;496.0;4.96
2024;Arbon;1754;Bruteier produzierende Hennen und Hähne (Legelinien);4.0;0.04
2024;Arbon;1862;Jungtiere (Mast bzw. Aufzucht);6.0;0.066
2024;Arbon;1872;Gänse;1.0;0.012
2024;Arbon;1876;Wachteln;1.0;0.004
2024;Arbon;1882;Bienenvölker;102.0;0.0
2024;Arbon;1903;Mini-Pigs;1.0;0.0
2024;Arbon;1971;Andere Tiere;4.0;0.0
2024;Avegno Gordevio;1123;Rindvieh, weibliche Tiere über 730 Tage;111.5519;66.9312
2024;Avegno Gordevio;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;48.5464;19.4186
2024;Avegno Gordevio;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;33.5738;13.4296
2024;Avegno Gordevio;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;21.7432;2.8266
2024;Avegno Gordevio;1144;Rindvieh, männliche Tiere bis 160 Tage alt;31.6421;4.1135
2024;Avegno Gordevio;1150;Andere Kühe;197.3934;197.3934
2024;Avegno Gordevio;1354;Andere Schafe über 365 Tage alt, männlich;0.8552;0.1454
2024;Avegno Gordevio;1464;Andere Ziegen über 365 Tage alt, männlich;1.7295;0.294
2024;Basadingen-Schlattingen;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;38.9154;15.5661
2024;Basadingen-Schlattingen;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;21.1038;8.4415
2024;Basadingen-Schlattingen;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;27.2567;3.5435
2024;Basadingen-Schlattingen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;54.5547;18.003
2024;Basadingen-Schlattingen;1356;Jungschafe über 180 Tage bis 365 Tage alt;4.1803;0.2508
2024;Basadingen-Schlattingen;1611;Säugende Zuchtsauen;15.0;8.25
2024;Basadingen-Schlattingen;1631;Abgesetzte Ferkel;170.0;10.2
2024;Basadingen-Schlattingen;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);155.0;0.0
2024;Basadingen-Schlattingen;1753;Konsumeier produzierende Hennen;2396.0;23.96
2024;Basadingen-Schlattingen;1757;Mastpoulets jeden Alters;29500.0;118.0
2024;Basadingen-Schlattingen;1872;Gänse;6.0;0.072
2024;Basadingen-Schlattingen;1882;Bienenvölker;79.0;0.0
2024;Bauma;1882;Bienenvölker;0.0;0.0
2024;Bellinzona;1123;Rindvieh, weibliche Tiere über 730 Tage;0.8142;0.4885
2024;Berg (TG);1123;Rindvieh, weibliche Tiere über 730 Tage;21.8172;13.0903
2024;Berg (TG);1124;Rindvieh, männliche Tiere über 730 Tage;3.1094;1.8656
2024;Berg (TG);1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;94.8441;37.9378
2024;Berg (TG);1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;6.4619;2.1324
2024;Berg (TG);1144;Rindvieh, männliche Tiere bis 160 Tage alt;96.5876;12.5565
2024;Berg (TG);1224;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;0.0082;0.0041
2024;Berg (TG);1225;Equiden, Fohlen bis 180 Tage, ab 148 cm;0.4918;0.1475
2024;Berg (TG);1464;Andere Ziegen über 365 Tage alt, männlich;12.0;2.04
2024;Berg (TG);1585;Alpakas über 2-jährig;10.0;1.1
2024;Berg (TG);1621;Zuchteber;2.0;0.5
2024;Berg (TG);1753;Konsumeier produzierende Hennen;323.0;3.23
2024;Berg (TG);1861;Produzierende Zibben;5.0;0.17
2024;Berg (TG);1876;Wachteln;4.0;0.016
2024;Berg (TG);1883;Hundezucht;1.0;0.0
2024;Berlingen;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;1.2869;0.4247
2024;Berlingen;1352;Andere Schafe über 365 Tage alt, weiblich;59.9318;10.1883
2024;Berlingen;1354;Andere Schafe über 365 Tage alt, männlich;10.5273;1.7896
2024;Berlingen;1862;Jungtiere (Mast bzw. Aufzucht);9.0;0.099
2024;Berlingen;1863;Andere Kaninchen;1.0;0.0
2024;Bettwiesen;1110;Milchkühe;322.8224;322.8224
2024;Bettwiesen;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;53.1804;6.9134
2024;Bettwiesen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;3.2623;1.0764
2024;Bettwiesen;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;61.9892;43.3922
2024;Bettwiesen;1263;Equiden, Hengste über 900 Tage, bis 148 cm;0.2131;0.0746
2024;Bettwiesen;1352;Andere Schafe über 365 Tage alt, weiblich;47.3962;8.0573
2024;Bettwiesen;1466;Jungziegen über 180 Tage bis 365 Tage alt;0.082;0.0049
2024;Bettwiesen;1621;Zuchteber;1.0;0.25
2024;Bettwiesen;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);200.0;0.0
2024;Bettwiesen;1876;Wachteln;1.0;0.004
2024;Bichelsee-Balterswil;1124;Rindvieh, männliche Tiere über 730 Tage;2.112;1.2672
2024;Bichelsee-Balterswil;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;130.836;52.3344
2024;Bichelsee-Balterswil;1144;Rindvieh, männliche Tiere bis 160 Tage alt;51.7817;6.7315
2024;Bichelsee-Balterswil;1150;Andere Kühe;41.6668;41.6668
2024;Bichelsee-Balterswil;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;29.7076;20.7954
2024;Bichelsee-Balterswil;1263;Equiden, Hengste über 900 Tage, bis 148 cm;3.5655;1.248
2024;Bichelsee-Balterswil;1356;Jungschafe über 180 Tage bis 365 Tage alt;13.3225;0.7994
2024;Bichelsee-Balterswil;1581;Lamas über 2-jährig;9.0;1.53
2024;Bichelsee-Balterswil;1611;Säugende Zuchtsauen;25.0;13.75
2024;Bichelsee-Balterswil;1621;Zuchteber;1.0;0.25
2024;Bichelsee-Balterswil;1753;Konsumeier produzierende Hennen;20098.0;200.98
2024;Bichelsee-Balterswil;1754;Bruteier produzierende Hennen und Hähne (Legelinien);12.0;0.12
2024;Bichelsee-Balterswil;1861;Produzierende Zibben;7.0;0.238
2024;Bichelsee-Balterswil;1862;Jungtiere (Mast bzw. Aufzucht);16.0;0.176
2024;Bichelsee-Balterswil;1871;Enten (ohne Zierenten);11.0;0.088
2024;Bichelsee-Balterswil;1877;Strausse bis 13 Monate;14.0;1.96
2024;Bichelsee-Balterswil;9009;Andere;;0.0
2024;Birwinken;1110;Milchkühe;869.9784;869.9784
2024;Birwinken;1124;Rindvieh, männliche Tiere über 730 Tage;5.7349;3.4411
2024;Birwinken;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;34.0898;11.2495
2024;Birwinken;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;13.3198;4.3955
2024;Birwinken;1356;Jungschafe über 180 Tage bis 365 Tage alt;102.7596;6.1655
2024;Birwinken;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);600.0;0.0
2024;Birwinken;1751;Bruteier produzierende Hennen und Hähne (Mastlinien);7.0;0.07
2024;Birwinken;1753;Konsumeier produzierende Hennen;409.0;4.09
2024;Birwinken;1872;Gänse;3.0;0.036
2024;Birwinken;1876;Wachteln;5.0;0.02
2024;Birwinken;1971;Andere Tiere;10.0;0.0
2024;Bischofszell;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;46.6201;18.6481
2024;Bischofszell;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;32.6995;22.8897
2024;Bischofszell;1223;Equiden, Hengste über 900 Tage, ab 148 cm;7.8661;5.5063
2024;Bischofszell;1351;Milchschafe;0.7077;0.1769
2024;Bischofszell;1358;Lämmer bis 180 Tage alt;166.1667;4.9849
2024;Bischofszell;1468;Zicklein bis 180 Tage alt;1.194;0.0358
2024;Bischofszell;1585;Alpakas über 2-jährig;5.0;0.55
2024;Bischofszell;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);40.0;0.0
2024;Bischofszell;1639;Mastschweine und Remonten bis 6 Monate alt;3184.0;541.28
2024;Bischofszell;1863;Andere Kaninchen;22.0;0.0
2024;Bischofszell;1871;Enten (ohne Zierenten);13.0;0.104
2024;Bischofszell;1882;Bienenvölker;135.0;0.0
2024;Bischofszell;1903;Mini-Pigs;3.0;0.0
2024;Bischofszell;9006;Karpfen;;0.0
2024;Bischofszell;9008;Egli;;0.0
2024;Bottighofen;1123;Rindvieh, weibliche Tiere über 730 Tage;1.9809;1.1885
2024;Bottighofen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;1.5464;0.5103
2024;Bottighofen;1464;Andere Ziegen über 365 Tage alt, männlich;0.8415;0.1431
2024;Bottighofen;1585;Alpakas über 2-jährig;4.0;0.44
2024;Bottighofen;1753;Konsumeier produzierende Hennen;45.0;0.45
2024;Bottighofen;1882;Bienenvölker;24.0;0.0
2024;Braunau;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;69.9864;23.0954
2024;Braunau;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;20.3169;6.7046
2024;Braunau;1150;Andere Kühe;88.7022;88.7022
2024;Braunau;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;64.735;45.3145
2024;Braunau;1462;Andere Ziegen über 365 Tage alt, weiblich;12.4262;2.1125
2024;Braunau;1468;Zicklein bis 180 Tage alt;2.194;0.0658
2024;Braunau;1575;Damhirsche jeden Alters;93.0;9.3
2024;Braunau;1585;Alpakas über 2-jährig;11.0;1.21
2024;Braunau;1586;Alpakas unter 2-jährig;4.0;0.28
2024;Braunau;1611;Säugende Zuchtsauen;4.0;2.2
2024;Braunau;1639;Mastschweine und Remonten bis 6 Monate alt;300.0;51.0
2024;Braunau;1753;Konsumeier produzierende Hennen;6559.0;65.59
2024;Braunau;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;38.0;0.152
2024;Braunau;1757;Mastpoulets jeden Alters;20532.0;82.128
2024;Braunau;1882;Bienenvölker;114.0;0.0
2024;Brütten;1882;Bienenvölker;20.0;0.0
2024;Bürglen (TG);1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;54.5137;21.8055
2024;Bürglen (TG);1142;Rindvieh, weibliche Tiere bis 160 Tage alt;77.7266;10.1046
2024;Bürglen (TG);1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;12.7568;8.9297
2024;Bürglen (TG);1223;Equiden, Hengste über 900 Tage, ab 148 cm;3.1311;2.1918
2024;Bürglen (TG);1264;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;1.6093;0.4024
2024;Bürglen (TG);1354;Andere Schafe über 365 Tage alt, männlich;11.347;1.9289
2024;Bürglen (TG);1462;Andere Ziegen über 365 Tage alt, weiblich;34.0656;5.7912
2024;Bürglen (TG);1466;Jungziegen über 180 Tage bis 365 Tage alt;1.9072;0.1144
2024;Bürglen (TG);1639;Mastschweine und Remonten bis 6 Monate alt;3216.0;546.72
2024;Bürglen (TG);1754;Bruteier produzierende Hennen und Hähne (Legelinien);17.0;0.17
2024;Bürglen (TG);1863;Andere Kaninchen;21.0;0.0
2024;Bussnang;1123;Rindvieh, weibliche Tiere über 730 Tage;58.5107;35.1065
2024;Bussnang;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;176.1421;70.4567
2024;Bussnang;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;24.9317;9.9727
2024;Bussnang;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;118.2211;39.0132
2024;Bussnang;1224;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;0.7131;0.3566
2024;Bussnang;1225;Equiden, Fohlen bis 180 Tage, ab 148 cm;2.459;0.7377
2024;Bussnang;1265;Equiden, Fohlen bis 180 Tage, bis 148 cm;0.8087;0.1213
2024;Bussnang;1354;Andere Schafe über 365 Tage alt, männlich;11.6694;1.9838
2024;Bussnang;1464;Andere Ziegen über 365 Tage alt, männlich;10.8443;1.8435
2024;Bussnang;1466;Jungziegen über 180 Tage bis 365 Tage alt;0.1557;0.0093
2024;Bussnang;1586;Alpakas unter 2-jährig;3.0;0.21
2024;Bussnang;1615;Nicht säugende Zuchtsauen über 6 Monate alt;386.0;100.36
2024;Bussnang;1753;Konsumeier produzierende Hennen;12678.0;126.78
2024;Bussnang;1761;Truten jeden Alters;6.0;0.09
2024;Bussnang;1863;Andere Kaninchen;30.0;0.0
2024;Bussnang;1871;Enten (ohne Zierenten);14.0;0.112
2024;Bussnang;1872;Gänse;10.0;0.12
2024;Bussnang;1876;Wachteln;15.0;0.06
2024;Bussnang;1882;Bienenvölker;242.0;0.0
2024;Bussnang;1887;Perlhühner;5.0;0.02
2024;Bussnang;1890;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);3.0;0.0
2024;Bussnang;1903;Mini-Pigs;12.0;0.0
2024;Centovalli;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;2.0984;0.6925
2024;Diessenhofen;1123;Rindvieh, weibliche Tiere über 730 Tage;7.0437;4.2262
2024;Diessenhofen;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;33.5464;13.4186
2024;Diessenhofen;1352;Andere Schafe über 365 Tage alt, weiblich;29.3798;4.9946
2024;Diessenhofen;1354;Andere Schafe über 365 Tage alt, männlich;4.6448;0.7896
2024;Diessenhofen;1611;Säugende Zuchtsauen;15.0;8.25
2024;Diessenhofen;1751;Bruteier produzierende Hennen und Hähne (Mastlinien);10.0;0.1
2024;Diessenhofen;1757;Mastpoulets jeden Alters;1.0;0.004
2024;Diessenhofen;1862;Jungtiere (Mast bzw. Aufzucht);15.0;0.165
2024;Diessenhofen;1871;Enten (ohne Zierenten);30.0;0.24
2024;Diessenhofen;1971;Andere Tiere;5.0;0.0
2024;Diessenhofen;9003;Saiblinge (Bach- & Seesaibling, kanadische Seeforelle);;0.0
2024;Diessenhofen;9006;Karpfen;;0.0
2024;Diessenhofen;9008;Egli;;0.0
2024;Dozwil;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;11.4672;4.5869
2024;Dozwil;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;8.5136;2.8095
2024;Dozwil;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;12.8033;1.6644
2024;Dozwil;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;54.7951;18.0824
2024;Dozwil;1352;Andere Schafe über 365 Tage alt, weiblich;6.806;1.157
2024;Dozwil;1639;Mastschweine und Remonten bis 6 Monate alt;1350.0;229.5
2024;Dozwil;1753;Konsumeier produzierende Hennen;74.0;0.74
2024;Dozwil;1754;Bruteier produzierende Hennen und Hähne (Legelinien);3.0;0.03
2024;Dozwil;1882;Bienenvölker;37.0;0.0
2024;Egnach;1123;Rindvieh, weibliche Tiere über 730 Tage;30.8198;18.4919
2024;Egnach;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;92.7268;37.0905
2024;Egnach;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;95.5737;31.5393
2024;Egnach;1264;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;8.0628;2.0157
2024;Egnach;1354;Andere Schafe über 365 Tage alt, männlich;21.9126;3.7252
2024;Egnach;1358;Lämmer bis 180 Tage alt;73.2348;2.1971
2024;Egnach;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);1542.0;0.0
2024;Egnach;1753;Konsumeier produzierende Hennen;28844.0;288.44
2024;Egnach;1757;Mastpoulets jeden Alters;21028.0;84.112
2024;Egnach;1861;Produzierende Zibben;16.0;0.544
2024;Egnach;1862;Jungtiere (Mast bzw. Aufzucht);22.0;0.242
2024;Egnach;1876;Wachteln;120.0;0.48
2024;Egnach;1890;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);22.0;0.0
2024;Egnach;1903;Mini-Pigs;6.0;0.0
2024;Erlen;1124;Rindvieh, männliche Tiere über 730 Tage;3.3224;1.9934
2024;Erlen;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;51.3934;20.5576
2024;Erlen;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;52.7132;17.3954
2024;Erlen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;204.2132;67.3905
2024;Erlen;1144;Rindvieh, männliche Tiere bis 160 Tage alt;204.4346;26.5766
2024;Erlen;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;60.9837;42.6886
2024;Erlen;1263;Equiden, Hengste über 900 Tage, bis 148 cm;5.2623;1.8418
2024;Erlen;1358;Lämmer bis 180 Tage alt;65.0246;1.9507
2024;Erlen;1461;Milchziegen;0.806;0.1612
2024;Erlen;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;4005.0;16.02
2024;Erlen;1861;Produzierende Zibben;3.0;0.102
2024;Erlen;1872;Gänse;0.0;0.0
2024;Erlen;1876;Wachteln;8.0;0.032
2024;Erlen;1882;Bienenvölker;182.0;0.0
2024;Ermatingen;1110;Milchkühe;109.1202;109.1202
2024;Ermatingen;1123;Rindvieh, weibliche Tiere über 730 Tage;6.1394;3.6836
2024;Ermatingen;1124;Rindvieh, männliche Tiere über 730 Tage;85.8798;51.5278
2024;Ermatingen;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;21.284;2.767
2024;Ermatingen;1150;Andere Kühe;30.8742;30.8742
2024;Ermatingen;1224;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;0.5464;0.2732
2024;Ermatingen;1225;Equiden, Fohlen bis 180 Tage, ab 148 cm;0.0191;0.0057
2024;Ermatingen;1356;Jungschafe über 180 Tage bis 365 Tage alt;1.4344;0.086
2024;Ermatingen;1358;Lämmer bis 180 Tage alt;6.4918;0.1948
2024;Ermatingen;1466;Jungziegen über 180 Tage bis 365 Tage alt;1.9153;0.1149
2024;Ermatingen;1575;Damhirsche jeden Alters;40.0;4.0
2024;Ermatingen;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;40.0;0.16
2024;Ermatingen;9002;Bachforelle (inkl. Seeforelle);;0.0
2024;Eschenz;1110;Milchkühe;439.8687;439.8687
2024;Eschenz;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;87.0766;28.7351
2024;Eschenz;1144;Rindvieh, männliche Tiere bis 160 Tage alt;85.9562;11.1744
2024;Eschenz;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;47.5984;33.3188
2024;Eschenz;1224;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;3.8552;1.9276
2024;Eschenz;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;41.683;14.5891
2024;Eschenz;1265;Equiden, Fohlen bis 180 Tage, bis 148 cm;0.0929;0.0139
2024;Eschenz;1352;Andere Schafe über 365 Tage alt, weiblich;42.4097;7.2096
2024;Eschenz;1466;Jungziegen über 180 Tage bis 365 Tage alt;1.2103;0.0727
2024;Eschenz;1621;Zuchteber;5.0;1.25
2024;Eschenz;1631;Abgesetzte Ferkel;700.0;42.0
2024;Eschenz;1761;Truten jeden Alters;2.0;0.03
2024;Eschenz;1862;Jungtiere (Mast bzw. Aufzucht);10.0;0.11
2024;Eschenz;1863;Andere Kaninchen;32.0;0.0
2024;Eschenz;1871;Enten (ohne Zierenten);15.0;0.12
2024;Eschenz;1876;Wachteln;3.0;0.012
2024;Eschenz;1887;Perlhühner;3.0;0.012
2024;Eschlikon;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;49.2841;19.7136
2024;Eschlikon;1144;Rindvieh, männliche Tiere bis 160 Tage alt;21.3496;2.7754
2024;Eschlikon;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;22.4371;15.706
2024;Eschlikon;1358;Lämmer bis 180 Tage alt;7.2459;0.2174
2024;Eschlikon;1461;Milchziegen;0.8852;0.177
2024;Eschlikon;1468;Zicklein bis 180 Tage alt;1.8279;0.0548
2024;Eschlikon;1611;Säugende Zuchtsauen;22.0;12.1
2024;Eschlikon;1615;Nicht säugende Zuchtsauen über 6 Monate alt;78.0;20.28
2024;Eschlikon;1621;Zuchteber;2.0;0.5
2024;Eschlikon;1631;Abgesetzte Ferkel;260.0;15.6
2024;Eschlikon;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);240.0;0.0
2024;Eschlikon;1863;Andere Kaninchen;6.0;0.0
2024;Eschlikon;1872;Gänse;2.0;0.024
2024;Eschlikon;1882;Bienenvölker;71.0;0.0
