jahr;standortgemeinde;code;kategorie;durchschnittsbestand_stueck;durchschnittsbestand_grossvieheinheiten
2024;Mammern;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;19.8744;7.9497
2024;Mammern;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;94.429;33.0501
2024;Mammern;1263;Equiden, Hengste über 900 Tage, bis 148 cm;7.0328;2.4615
2024;Mammern;1356;Jungschafe über 180 Tage bis 365 Tage alt;1.3579;0.0815
2024;Mammern;1358;Lämmer bis 180 Tage alt;2.4727;0.0742
2024;Mammern;1575;Damhirsche jeden Alters;20.0;2.0
2024;Mammern;1611;Säugende Zuchtsauen;20.0;11.0
2024;Mammern;1754;Bruteier produzierende Hennen und Hähne (Legelinien);1.0;0.01
2024;Mammern;1871;Enten (ohne Zierenten);4.0;0.032
2024;Märstetten;1123;Rindvieh, weibliche Tiere über 730 Tage;37.5901;22.5541
2024;Märstetten;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;70.8634;23.3848
2024;Märstetten;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;58.765;7.6395
2024;Märstetten;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;8.0764;2.6652
2024;Märstetten;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;8.6311;6.0418
2024;Märstetten;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;25.4426;8.9049
2024;Märstetten;1264;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;0.7705;0.1926
2024;Märstetten;1356;Jungschafe über 180 Tage bis 365 Tage alt;28.8059;1.7283
2024;Märstetten;1464;Andere Ziegen über 365 Tage alt, männlich;3.0628;0.5206
2024;Märstetten;1466;Jungziegen über 180 Tage bis 365 Tage alt;1.2159;0.073
2024;Märstetten;1631;Abgesetzte Ferkel;640.0;38.4
2024;Märstetten;1753;Konsumeier produzierende Hennen;715.0;7.15
2024;Märstetten;1754;Bruteier produzierende Hennen und Hähne (Legelinien);10.0;0.1
2024;Märstetten;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;4000.0;16.0
2024;Märstetten;1861;Produzierende Zibben;6.0;0.204
2024;Märstetten;1871;Enten (ohne Zierenten);4.0;0.032
2024;Matzingen;1123;Rindvieh, weibliche Tiere über 730 Tage;12.153;7.2919
2024;Matzingen;1124;Rindvieh, männliche Tiere über 730 Tage;3.4289;2.0574
2024;Matzingen;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;36.4179;4.7343
2024;Matzingen;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;6.1148;2.1402
2024;Matzingen;1352;Andere Schafe über 365 Tage alt, weiblich;135.1393;22.9738
2024;Matzingen;1354;Andere Schafe über 365 Tage alt, männlich;10.0136;1.7024
2024;Matzingen;1356;Jungschafe über 180 Tage bis 365 Tage alt;96.2295;5.7737
2024;Matzingen;1462;Andere Ziegen über 365 Tage alt, weiblich;10.0383;1.7065
2024;Matzingen;1466;Jungziegen über 180 Tage bis 365 Tage alt;0.7951;0.0477
2024;Matzingen;1581;Lamas über 2-jährig;10.0;1.7
2024;Matzingen;1586;Alpakas unter 2-jährig;4.0;0.28
2024;Matzingen;1751;Bruteier produzierende Hennen und Hähne (Mastlinien);6.0;0.06
2024;Matzingen;1863;Andere Kaninchen;9.0;0.0
2024;Matzingen;1903;Mini-Pigs;2.0;0.0
2024;Mosnang;1110;Milchkühe;0.2186;0.2186
2024;Mosnang;1123;Rindvieh, weibliche Tiere über 730 Tage;2.5301;1.518
2024;Mosnang;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;5.3825;2.153
2024;Müllheim;1263;Equiden, Hengste über 900 Tage, bis 148 cm;3.0;1.05
2024;Müllheim;1354;Andere Schafe über 365 Tage alt, männlich;13.7213;2.3326
2024;Müllheim;1611;Säugende Zuchtsauen;31.0;17.05
2024;Müllheim;1621;Zuchteber;1.0;0.25
2024;Müllheim;1753;Konsumeier produzierende Hennen;17967.0;179.67
2024;Müllheim;1757;Mastpoulets jeden Alters;9174.0;36.696
2024;Münchwilen (TG);1110;Milchkühe;430.896;430.896
2024;Münchwilen (TG);1123;Rindvieh, weibliche Tiere über 730 Tage;35.164;21.0985
2024;Münchwilen (TG);1124;Rindvieh, männliche Tiere über 730 Tage;5.6394;3.3837
2024;Münchwilen (TG);1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;126.5219;50.6087
2024;Münchwilen (TG);1142;Rindvieh, weibliche Tiere bis 160 Tage alt;66.9728;8.7064
2024;Münchwilen (TG);1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;11.6586;3.8473
2024;Münchwilen (TG);1144;Rindvieh, männliche Tiere bis 160 Tage alt;41.7077;5.422
2024;Münchwilen (TG);1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;33.1147;23.1804
2024;Münchwilen (TG);1225;Equiden, Fohlen bis 180 Tage, ab 148 cm;0.9645;0.2893
2024;Münchwilen (TG);1466;Jungziegen über 180 Tage bis 365 Tage alt;0.3689;0.0221
2024;Münchwilen (TG);1468;Zicklein bis 180 Tage alt;1.5792;0.0474
2024;Münchwilen (TG);1611;Säugende Zuchtsauen;15.0;8.25
2024;Münchwilen (TG);1761;Truten jeden Alters;12.0;0.18
2024;Münchwilen (TG);1862;Jungtiere (Mast bzw. Aufzucht);8.0;0.088
2024;Münchwilen (TG);1890;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);2.0;0.0
2024;Münsterlingen;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;73.7677;24.3433
2024;Münsterlingen;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;3.2077;1.1227
2024;Münsterlingen;1352;Andere Schafe über 365 Tage alt, weiblich;26.4536;4.497
2024;Münsterlingen;1354;Andere Schafe über 365 Tage alt, männlich;3.8853;0.6605
2024;Münsterlingen;1356;Jungschafe über 180 Tage bis 365 Tage alt;9.3389;0.5602
2024;Münsterlingen;1358;Lämmer bis 180 Tage alt;14.336;0.4302
2024;Münsterlingen;1611;Säugende Zuchtsauen;24.0;13.2
2024;Münsterlingen;1615;Nicht säugende Zuchtsauen über 6 Monate alt;90.0;23.4
2024;Münsterlingen;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;10.0;0.04
2024;Münsterlingen;1863;Andere Kaninchen;8.0;0.0
2024;Muolen;1124;Rindvieh, männliche Tiere über 730 Tage;0.2268;0.1361
2024;Muolen;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;0.153;0.0612
2024;Muolen;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;0.1311;0.0525
2024;Muolen;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;0.0765;0.0252
2024;Muolen;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;0.0246;0.0032
2024;Neckertal;1123;Rindvieh, weibliche Tiere über 730 Tage;3.7049;2.223
2024;Neunforn;1110;Milchkühe;290.9863;290.9863
2024;Neunforn;1124;Rindvieh, männliche Tiere über 730 Tage;6.765;4.059
2024;Neunforn;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;60.7404;7.8961
2024;Neunforn;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;67.2375;22.1885
2024;Neunforn;1223;Equiden, Hengste über 900 Tage, ab 148 cm;6.0929;4.265
2024;Neunforn;1356;Jungschafe über 180 Tage bis 365 Tage alt;9.0656;0.5439
2024;Neunforn;1462;Andere Ziegen über 365 Tage alt, weiblich;35.6749;6.0647
2024;Neunforn;1754;Bruteier produzierende Hennen und Hähne (Legelinien);1.0;0.01
2024;Neunforn;1863;Andere Kaninchen;15.0;0.0
2024;Neunforn;1871;Enten (ohne Zierenten);2.0;0.016
2024;Neunforn;1882;Bienenvölker;99.0;0.0
2024;Niederbüren;1352;Andere Schafe über 365 Tage alt, weiblich;237.3634;40.3518
2024;Niederbüren;1358;Lämmer bis 180 Tage alt;113.7623;3.4129
2024;Niederbüren;1611;Säugende Zuchtsauen;7.0;3.85
2024;Niederbüren;1615;Nicht säugende Zuchtsauen über 6 Monate alt;11.0;2.86
2024;Niederhelfenschwil;1110;Milchkühe;34.7726;34.7726
2024;Niederhelfenschwil;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;8.5346;1.1095
2024;Pfyn;1124;Rindvieh, männliche Tiere über 730 Tage;1.7049;1.023
2024;Pfyn;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;74.6791;29.8719
2024;Pfyn;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;58.5887;19.3343
2024;Pfyn;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;86.813;11.2857
2024;Pfyn;1144;Rindvieh, männliche Tiere bis 160 Tage alt;40.7378;5.2961
2024;Pfyn;1223;Equiden, Hengste über 900 Tage, ab 148 cm;6.3634;4.4544
2024;Pfyn;1263;Equiden, Hengste über 900 Tage, bis 148 cm;1.0;0.35
2024;Pfyn;1354;Andere Schafe über 365 Tage alt, männlich;5.2514;0.8927
2024;Pfyn;1356;Jungschafe über 180 Tage bis 365 Tage alt;15.4371;0.9262
2024;Pfyn;1358;Lämmer bis 180 Tage alt;30.7733;0.9232
2024;Pfyn;1615;Nicht säugende Zuchtsauen über 6 Monate alt;20.0;5.2
2024;Pfyn;1876;Wachteln;45.0;0.18
2024;Pfyn;1882;Bienenvölker;82.0;0.0
2024;Pfyn;9001;Regenbogenforelle;;0.0
2024;Pfyn;9003;Saiblinge (Bach- & Seesaibling, kanadische Seeforelle);;0.0
2024;Pfyn;9005;Hecht;;0.0
2024;Pfyn;9008;Egli;;0.0
2024;Pfyn;9009;Andere;;0.0
2024;Porza;1123;Rindvieh, weibliche Tiere über 730 Tage;2.3333;1.4
2024;Porza;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;2.1311;0.8525
2024;Porza;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;0.0082;0.0027
2024;Raperswilen;1124;Rindvieh, männliche Tiere über 730 Tage;4.6039;2.7622
2024;Raperswilen;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;31.3115;12.5247
2024;Raperswilen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;66.6066;21.9802
2024;Raperswilen;1150;Andere Kühe;42.9564;42.9564
2024;Raperswilen;1223;Equiden, Hengste über 900 Tage, ab 148 cm;3.7732;2.6413
2024;Raperswilen;1225;Equiden, Fohlen bis 180 Tage, ab 148 cm;0.4918;0.1475
2024;Raperswilen;1352;Andere Schafe über 365 Tage alt, weiblich;81.3032;13.8215
2024;Raperswilen;1461;Milchziegen;2.571;0.5142
2024;Raperswilen;1586;Alpakas unter 2-jährig;2.0;0.14
2024;Raperswilen;1757;Mastpoulets jeden Alters;4128.0;16.512
2024;Raperswilen;1863;Andere Kaninchen;6.0;0.0
2024;Raperswilen;1882;Bienenvölker;65.0;0.0
2024;Rickenbach (TG);1223;Equiden, Hengste über 900 Tage, ab 148 cm;2.0;1.4
2024;Rickenbach (TG);1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;3.1503;1.1026
2024;Rickenbach (TG);1863;Andere Kaninchen;2.0;0.0
2024;Roggwil (TG);1123;Rindvieh, weibliche Tiere über 730 Tage;16.175;9.7049
2024;Roggwil (TG);1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;27.1995;8.9759
2024;Roggwil (TG);1142;Rindvieh, weibliche Tiere bis 160 Tage alt;76.4043;9.9326
2024;Roggwil (TG);1356;Jungschafe über 180 Tage bis 365 Tage alt;36.336;2.1802
2024;Roggwil (TG);1358;Lämmer bis 180 Tage alt;57.388;1.7217
2024;Roggwil (TG);1462;Andere Ziegen über 365 Tage alt, weiblich;6.5546;1.1143
2024;Roggwil (TG);1464;Andere Ziegen über 365 Tage alt, männlich;3.0;0.51
2024;Roggwil (TG);1572;Bisons bis 900 Tage alt (Aufzucht und Mast);0.0328;0.0131
2024;Roggwil (TG);1585;Alpakas über 2-jährig;2.0;0.22
2024;Roggwil (TG);1631;Abgesetzte Ferkel;1316.0;78.96
2024;Roggwil (TG);1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);1026.0;0.0
2024;Roggwil (TG);1639;Mastschweine und Remonten bis 6 Monate alt;2090.0;355.3
2024;Roggwil (TG);1753;Konsumeier produzierende Hennen;373.0;3.73
2024;Roggwil (TG);1754;Bruteier produzierende Hennen und Hähne (Legelinien);5.0;0.05
2024;Roggwil (TG);1755;Junghennen, Junghähne und Kücken für die Eierproduktion;5.0;0.02
2024;Roggwil (TG);1861;Produzierende Zibben;3.0;0.102
2024;Roggwil (TG);1872;Gänse;10.0;0.12
2024;Romanshorn;1110;Milchkühe;206.0956;206.0956
2024;Romanshorn;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;8.8907;3.5563
2024;Romanshorn;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;3.0874;1.235
2024;Romanshorn;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;21.0847;2.7409
2024;Romanshorn;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;5.1503;1.6996
2024;Romanshorn;1144;Rindvieh, männliche Tiere bis 160 Tage alt;16.2159;2.108
2024;Romanshorn;1356;Jungschafe über 180 Tage bis 365 Tage alt;3.4618;0.2077
2024;Romanshorn;1611;Säugende Zuchtsauen;32.0;17.6
2024;Romanshorn;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;4.0;0.016
2024;Romanshorn;1861;Produzierende Zibben;6.0;0.204
2024;Romanshorn;1871;Enten (ohne Zierenten);11.0;0.088
2024;Romanshorn;1876;Wachteln;29.0;0.116
2024;Romanshorn;1903;Mini-Pigs;2.0;0.0
2024;Romanshorn;9002;Bachforelle (inkl. Seeforelle);;0.0
2024;Salenstein;1110;Milchkühe;154.235;154.235
2024;Salenstein;1123;Rindvieh, weibliche Tiere über 730 Tage;7.9672;4.7804
2024;Salenstein;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;2.2322;0.8929
2024;Salenstein;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;21.6038;7.1293
2024;Salenstein;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;5.0;3.5
2024;Salenstein;1356;Jungschafe über 180 Tage bis 365 Tage alt;10.1448;0.6086
2024;Salenstein;1753;Konsumeier produzierende Hennen;376.0;3.76
2024;Salenstein;1882;Bienenvölker;54.0;0.0
2024;Salenstein;1971;Andere Tiere;3.0;0.0
2024;Salmsach;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;14.8551;5.9421
2024;Salmsach;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;20.4946;8.1979
2024;Salmsach;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;19.1311;13.3918
2024;Salmsach;1352;Andere Schafe über 365 Tage alt, weiblich;75.7623;12.8796
2024;Salmsach;1356;Jungschafe über 180 Tage bis 365 Tage alt;19.8497;1.1911
2024;Salmsach;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);135.0;0.0
2024;Salmsach;1751;Bruteier produzierende Hennen und Hähne (Mastlinien);17.0;0.17
2024;Salmsach;1753;Konsumeier produzierende Hennen;198.0;1.98
2024;Salmsach;1871;Enten (ohne Zierenten);55.0;0.44
2024;Salmsach;1903;Mini-Pigs;2.0;0.0
2024;Salmsach;1904;Zierenten;4.0;0.0
2024;Schlatt (TG);1110;Milchkühe;111.6065;111.6065
2024;Schlatt (TG);1123;Rindvieh, weibliche Tiere über 730 Tage;13.6721;8.2033
2024;Schlatt (TG);1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;64.6585;45.2609
2024;Schlatt (TG);1223;Equiden, Hengste über 900 Tage, ab 148 cm;7.3114;5.1181
2024;Schlatt (TG);1462;Andere Ziegen über 365 Tage alt, weiblich;7.194;1.223
2024;Schlatt (TG);1466;Jungziegen über 180 Tage bis 365 Tage alt;1.7322;0.1039
2024;Schlatt (TG);1621;Zuchteber;2.0;0.5
2024;Schlatt (TG);1863;Andere Kaninchen;2.0;0.0
2024;Schlatt (TG);1872;Gänse;12.0;0.144
2024;Schlatt (ZH);1882;Bienenvölker;5.0;0.0
2024;Schönholzerswilen;1110;Milchkühe;989.2353;989.2353
2024;Schönholzerswilen;1124;Rindvieh, männliche Tiere über 730 Tage;6.1751;3.7052
2024;Schönholzerswilen;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;185.3402;24.0943
2024;Schönholzerswilen;1144;Rindvieh, männliche Tiere bis 160 Tage alt;132.6269;17.2416
2024;Schönholzerswilen;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;78.5847;55.0093
2024;Schönholzerswilen;1223;Equiden, Hengste über 900 Tage, ab 148 cm;21.3278;14.9296
2024;Schönholzerswilen;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;31.3306;10.9657
2024;Schönholzerswilen;1351;Milchschafe;46.6886;11.6721
2024;Schönholzerswilen;1356;Jungschafe über 180 Tage bis 365 Tage alt;42.9315;2.5758
2024;Schönholzerswilen;1464;Andere Ziegen über 365 Tage alt, männlich;13.7049;2.3299
2024;Schönholzerswilen;1466;Jungziegen über 180 Tage bis 365 Tage alt;1.9726;0.1183
2024;Schönholzerswilen;1468;Zicklein bis 180 Tage alt;1.8278;0.0548
2024;Schönholzerswilen;1621;Zuchteber;2.0;0.5
2024;Schönholzerswilen;1635;Saugferkel (im Faktor des weiblichen Tieres eingerechnet);300.0;0.0
2024;Schönholzerswilen;1639;Mastschweine und Remonten bis 6 Monate alt;2007.0;341.19
2024;Schönholzerswilen;1863;Andere Kaninchen;3.0;0.0
2024;Schönholzerswilen;1882;Bienenvölker;154.0;0.0
2024;Schönholzerswilen;1890;übriges Geflügel (Rebhühner, Pfauen, Fasane, usw.);7.0;0.0
2024;Schönholzerswilen;1971;Andere Tiere;2.0;0.0
2024;Sirnach;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;18.8742;7.5497
2024;Sirnach;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;15.2706;5.0392
2024;Sirnach;1150;Andere Kühe;40.2295;40.2295
2024;Sirnach;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;13.9945;4.8981
2024;Sirnach;1356;Jungschafe über 180 Tage bis 365 Tage alt;9.8442;0.5906
2024;Sirnach;1464;Andere Ziegen über 365 Tage alt, männlich;1.4071;0.2392
2024;Sirnach;1468;Zicklein bis 180 Tage alt;3.9153;0.1175
2024;Sirnach;1611;Säugende Zuchtsauen;20.0;11.0
2024;Sirnach;1621;Zuchteber;2.0;0.5
2024;Sirnach;1751;Bruteier produzierende Hennen und Hähne (Mastlinien);4.0;0.04
2024;Sirnach;1753;Konsumeier produzierende Hennen;305.0;3.05
2024;Sirnach;1754;Bruteier produzierende Hennen und Hähne (Legelinien);19.0;0.19
2024;Sirnach;1863;Andere Kaninchen;7.0;0.0
2024;Sirnach;1872;Gänse;4.0;0.048
2024;Sirnach;1876;Wachteln;5.0;0.02
2024;Sirnach;1971;Andere Tiere;4.0;0.0
2024;Sommeri;1110;Milchkühe;209.8196;209.8196
2024;Sommeri;1124;Rindvieh, männliche Tiere über 730 Tage;0.1011;0.0607
2024;Sommeri;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;20.5547;8.2219
2024;Sommeri;1150;Andere Kühe;31.8689;31.8689
2024;Sommeri;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;5.3962;1.8887
2024;Sommeri;1358;Lämmer bis 180 Tage alt;38.7405;1.1623
2024;Steckborn;1123;Rindvieh, weibliche Tiere über 730 Tage;14.4754;8.6852
2024;Steckborn;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;7.1011;2.8404
2024;Steckborn;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;40.5765;13.3903
2024;Steckborn;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;18.6693;6.1609
2024;Steckborn;1150;Andere Kühe;59.6011;59.6011
2024;Steckborn;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;4.1202;1.4421
2024;Steckborn;1358;Lämmer bis 180 Tage alt;34.2131;1.0263
2024;Steckborn;1461;Milchziegen;1.0;0.2
2024;Steckborn;1585;Alpakas über 2-jährig;12.0;1.32
2024;Steckborn;1757;Mastpoulets jeden Alters;7989.0;31.956
2024;Steckborn;1862;Jungtiere (Mast bzw. Aufzucht);10.0;0.11
2024;Stettfurt;1124;Rindvieh, männliche Tiere über 730 Tage;4.4016;2.6409
2024;Stettfurt;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;12.2815;4.9125
2024;Stettfurt;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;49.3579;6.4164
2024;Stettfurt;1225;Equiden, Fohlen bis 180 Tage, ab 148 cm;0.8852;0.2656
2024;Stettfurt;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;6.2295;2.1803
2024;Stettfurt;1263;Equiden, Hengste über 900 Tage, bis 148 cm;0.8169;0.2859
2024;Stettfurt;1352;Andere Schafe über 365 Tage alt, weiblich;2.0;0.34
2024;Stettfurt;1585;Alpakas über 2-jährig;4.0;0.44
2024;Stettfurt;1754;Bruteier produzierende Hennen und Hähne (Legelinien);2.0;0.02
2024;Stettfurt;1882;Bienenvölker;60.0;0.0
2024;Stettfurt;1971;Andere Tiere;2.0;0.0
2024;Sulgen;1110;Milchkühe;434.2459;434.2459
2024;Sulgen;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;97.8962;39.1585
2024;Sulgen;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;123.7076;16.082
2024;Sulgen;1144;Rindvieh, männliche Tiere bis 160 Tage alt;33.1693;4.312
2024;Sulgen;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;60.7869;42.5508
2024;Sulgen;1263;Equiden, Hengste über 900 Tage, bis 148 cm;1.0;0.35
2024;Sulgen;1264;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;0.4153;0.1038
2024;Sulgen;1356;Jungschafe über 180 Tage bis 365 Tage alt;16.4536;0.9871
2024;Sulgen;1358;Lämmer bis 180 Tage alt;55.511;1.6654
2024;Sulgen;1466;Jungziegen über 180 Tage bis 365 Tage alt;0.765;0.0459
2024;Sulgen;1468;Zicklein bis 180 Tage alt;0.5546;0.0166
2024;Sulgen;1639;Mastschweine und Remonten bis 6 Monate alt;1587.0;269.79
2024;Sulgen;1753;Konsumeier produzierende Hennen;2250.0;22.5
2024;Tägerwilen;1110;Milchkühe;151.6256;151.6256
2024;Tägerwilen;1128;Rindvieh, weibliche Tiere über 365 bis 730 Tage;44.7104;17.8841
2024;Tägerwilen;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;68.2895;8.8777
2024;Tägerwilen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;20.5818;6.792
2024;Tägerwilen;1222;Equiden, weibl. und kastr. männl. Tiere über 900 Tage ab 148 cm;6.0;4.2
2024;Tägerwilen;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;4.0;1.4
2024;Tägerwilen;1354;Andere Schafe über 365 Tage alt, männlich;18.6694;3.1739
2024;Tägerwilen;1356;Jungschafe über 180 Tage bis 365 Tage alt;85.2131;5.1128
2024;Tägerwilen;1358;Lämmer bis 180 Tage alt;113.5355;3.406
2024;Tägerwilen;1462;Andere Ziegen über 365 Tage alt, weiblich;7.541;1.2819
2024;Tägerwilen;1464;Andere Ziegen über 365 Tage alt, männlich;1.5547;0.2643
2024;Tägerwilen;1466;Jungziegen über 180 Tage bis 365 Tage alt;0.7322;0.0439
2024;Tägerwilen;1468;Zicklein bis 180 Tage alt;0.1093;0.0033
2024;Tägerwilen;1631;Abgesetzte Ferkel;460.0;27.6
2024;Tägerwilen;1639;Mastschweine und Remonten bis 6 Monate alt;468.0;79.56
2024;Tägerwilen;1753;Konsumeier produzierende Hennen;1369.0;13.69
2024;Tägerwilen;1754;Bruteier produzierende Hennen und Hähne (Legelinien);18.0;0.18
2024;Tägerwilen;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;1.0;0.004
2024;Tägerwilen;1876;Wachteln;3.0;0.012
2024;Thundorf;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;4.1694;1.6679
2024;Thundorf;1142;Rindvieh, weibliche Tiere bis 160 Tage alt;149.5656;19.4437
2024;Thundorf;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;37.7432;13.2101
2024;Thundorf;1263;Equiden, Hengste über 900 Tage, bis 148 cm;0.7568;0.2649
2024;Thundorf;1351;Milchschafe;3.5792;0.8948
2024;Thundorf;1354;Andere Schafe über 365 Tage alt, männlich;14.6721;2.4943
2024;Thundorf;1358;Lämmer bis 180 Tage alt;56.8825;1.7065
2024;Thundorf;1462;Andere Ziegen über 365 Tage alt, weiblich;34.1257;5.8014
2024;Thundorf;1751;Bruteier produzierende Hennen und Hähne (Mastlinien);27.0;0.27
2024;Thundorf;1753;Konsumeier produzierende Hennen;18435.0;184.35
2024;Thundorf;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;20442.0;81.768
2024;Thundorf;1757;Mastpoulets jeden Alters;15630.0;62.52
2024;Thundorf;1863;Andere Kaninchen;8.0;0.0
2024;Thundorf;1876;Wachteln;30.0;0.12
2024;Thundorf;1971;Andere Tiere;2.0;0.0
2024;Tobel-Tägerschen;1123;Rindvieh, weibliche Tiere über 730 Tage;37.9835;22.7901
2024;Tobel-Tägerschen;1129;Rindvieh, männliche Tiere über 365 bis 730 Tage;8.5;3.4
2024;Tobel-Tägerschen;1143;Rindvieh, männliche Tiere über 160 bis 365 Tage alt;13.3005;4.3892
2024;Tobel-Tägerschen;1150;Andere Kühe;58.6394;58.6394
2024;Tobel-Tägerschen;1223;Equiden, Hengste über 900 Tage, ab 148 cm;1.0;0.7
2024;Tobel-Tägerschen;1224;Equiden, Jungtiere über 180 Tage bis 900 Tage, ab 148 cm;2.3388;1.1694
2024;Tobel-Tägerschen;1356;Jungschafe über 180 Tage bis 365 Tage alt;21.2404;1.2745
2024;Tobel-Tägerschen;1358;Lämmer bis 180 Tage alt;125.5847;3.7676
2024;Tobel-Tägerschen;1461;Milchziegen;0.3716;0.0743
2024;Tobel-Tägerschen;1575;Damhirsche jeden Alters;11.0;1.1
2024;Tobel-Tägerschen;1755;Junghennen, Junghähne und Kücken für die Eierproduktion;21000.0;84.0
2024;Tobel-Tägerschen;1863;Andere Kaninchen;1.0;0.0
2024;Tobel-Tägerschen;1882;Bienenvölker;42.0;0.0
2024;Turbenthal;1352;Andere Schafe über 365 Tage alt, weiblich;19.8962;3.3823
2024;Turbenthal;1354;Andere Schafe über 365 Tage alt, männlich;1.0;0.17
2024;Turbenthal;1753;Konsumeier produzierende Hennen;9.0;0.09
2024;Uesslingen-Buch;1124;Rindvieh, männliche Tiere über 730 Tage;6.8907;4.1345
2024;Uesslingen-Buch;1141;Rindvieh, weibliche Tiere über 160 bis 365 Tage;111.8552;36.9123
2024;Uesslingen-Buch;1150;Andere Kühe;90.5901;90.5901
2024;Uesslingen-Buch;1262;Equiden, weibl. und kastr. männl. Tiere über 900 Tage bis 148 cm;40.8744;14.306
2024;Uesslingen-Buch;1264;Equiden, Jungtiere über 180 Tage bis 900 Tage, bis 148 cm;0.5519;0.138
2024;Uesslingen-Buch;1351;Milchschafe;664.2322;166.0581
